SrNo,TITLE,CATEGORY,CITY,STATE,DATE,AMOUNT,MONTH,YEAR,DATE
450,The sub registrar is asking 10000 rupees from every single person who is getting their home register,Property Registration,SAS Nagar,Punjab,"August 27, 2019",12000,August,2019,August 27
451,AR15 Buffer Tube & AR15 Pistol Buffer Tube,Others,Agartala,Tripura,"August 27, 2019",1200,August,2019,August 27
452,Powermatic 2+ (Plus) Electric Cigarette Rolling Machine For Sale,Others,New Delhi,Delhi,"August 27, 2019",1200,August,2019,August 27
453,Power of attorney total fees,Policies and Procedures,Indore,Madhya Pradesh,"August 26, 2019",5000,August,2019,August 26
454,Bribe for passport review in police verification,Police Clearance Certificate,Rohtak,Haryana,"August 25, 2019",200,August,2019,August 25
455,BBMP TRADE LICENSE,Certificates,Bangalore,Karnataka,"August 24, 2019",50000,August,2019,August 24
456,Chai pani to police official at Principal Commissioner Revsion Application office,Excise,Mumbai,Maharashtra,"August 24, 2019",200,August,2019,August 24
457,Bribe to a person claiming herself to be an advocate,Others,Kolkata,West Bengal,"August 23, 2019",2000,August,2019,August 23
458,Corruption for passing bill of garden maintenance,Aadhaar Card,Jabalpur,Madhya Pradesh,"August 23, 2019",50000,August,2019,August 23
459,KR Puram Property Registration office,Property Registration,Bangalore,Karnataka,"August 22, 2019",20000,August,2019,August 22
460,State to State Moving Companies | Financing for Moving and Relocation,Others,Adari,Uttar Pradesh,"August 22, 2019",1233,August,2019,August 22
461,Best Long Distance Auto Transport Moving Company & Services,Others,Adari,Uttar Pradesh,"August 22, 2019",1200,August,2019,August 22
462,Corporate & Industrial Moving Company & Best Corporate Relocation Services & Companies,Others,Adari,Uttar Pradesh,"August 22, 2019",1200,August,2019,August 22
463,"Business & Commercial Moving Services, Company, & Business Relocation Movers Companies",Others,New Delhi,Delhi,"August 22, 2019",1200,August,2019,August 22
464,"Residential Moving Company, Residential Moving Services & Companies",Others,Adari,Uttar Pradesh,"August 22, 2019",1200,August,2019,August 22
465,Report against corruption in Bihar fisheries,Others,Patna,Bihar,"August 20, 2019",10000,August,2019,August 20
466,Paid to Patwari for Land Record Updates,Encumbrance Certificate,Ambikapur,Chhattisgarh,"August 20, 2019",5000,August,2019,August 20
467,Best Long Distance Moving or Movers Companies â Xfinitymoving.com,Others,New Delhi,Delhi,"August 20, 2019",1200,August,2019,August 20
468,Bribe for getting no earning member certificate,Certificates,Hindupur,Andhra Pradesh,"August 20, 2019",5000,August,2019,August 20
469,Losi 5ive Upgrade Parts - Losi 5ive,Others,New Delhi,Delhi,"August 20, 2019",1200,August,2019,August 20
470,AR15 Charging Handle & AR15 Froward Assist,Others,New Delhi,Delhi,"August 19, 2019",1200,August,2019,August 19
471,TT tooke bribe from me,"Fines, Penalties and Rules",Raipur,Chhattisgarh,"August 19, 2019",200,August,2019,August 19
472,Two TT took bribe from so many passenger,Traveling without Ticket,Jalgaon,Maharashtra,"August 18, 2019",200,August,2019,August 18
473,Police demand bribe instead of rto fine,"Traffic Fines, Penalties, Rules",Pune,Maharashtra,"August 17, 2019",1000,August,2019,August 17
474,Personal gold chain,Customs,Hyderabad,Telangana,"August 17, 2019",15000,August,2019,August 17
475,Fake driving license,Entry Tax,Raipur,Chhattisgarh,"August 17, 2019",4500,August,2019,August 17
476,Bribe Taken BY Programmer P.K. Rawat Directorate of Treasuries,Others,Lucknow,Uttar Pradesh,"August 16, 2019",35000,August,2019,August 16
477,"Best Corporate Relocation Companies, Industrial Moving Company & Corporate Relocation Services",Others,Adari,Uttar Pradesh,"August 16, 2019",1200,August,2019,August 16
478,"Business Relocation Movers, Business Moving Companies, Commercial & Business Moving Company",Others,New Delhi,Delhi,"August 16, 2019",1200,August,2019,August 16
479,The Full Line-Up Froats Boat Shoes at Froats.com,Others,Achhnera,Uttar Pradesh,"August 14, 2019",2500,August,2019,August 14
480,Mango Pods â Juul Compatible Mango Cali Pods,Others,New Delhi,Delhi,"August 14, 2019",1200,August,2019,August 14
481,Buy Revolution Electric Cigarette Machine & Maker at Hardworkingproducts.com,Others,New Delhi,Delhi,"August 14, 2019",1200,August,2019,August 14
482,"Are you looking for best, high quality, cheap and inexpensive hoverboard For Sale UK, segway/swegway",Others,New Delhi,Delhi,"August 14, 2019",1200,August,2019,August 14
483,"HPI Savage XL, .25 SS, 4.6 & 5.9 Supercharger",Others,Gajapati,Orissa,"August 14, 2019",1200,August,2019,August 14
484,I WAS SITTING IN PUBLIC PARK WITH MY FRIEND AND AT THAT TIME TWO POLICE OFFICER CAME AND TAKEN BRIBE,FIR and Complaints,Jamshedpur,Jharkhand,"August 13, 2019",500,August,2019,August 13
485,Corrupted system.,Verification and Certificates,Bangalore,Karnataka,"August 13, 2019",500,August,2019,August 13
486,"To complete what is called a mahajaru, which is capturing incident details",FIR and Complaints,Bangalore,Karnataka,"August 13, 2019",500,August,2019,August 13
487,Bribe for New Connection,Electricity Connection,Krishnagiri,Tamil Nadu,"August 13, 2019",50000,August,2019,August 13
488,Bribe to get connection,Electricity Connection,Krishnagiri,Tamil Nadu,"August 13, 2019",50000,August,2019,August 13
489,AR10 Lower Part Kit & AR10 308 Handguard,Others,Badharghat,Tripura,"August 12, 2019",1200,August,2019,August 12
490,SUBHASH CHANDER CORRUPT OFFICER LOCATION - RAJOURI GARDEN MCD OFFICE GROUND,Driving and Transport Business,New Delhi,Delhi,"August 11, 2019",2700,August,2019,August 11
491,Too much burden on common people,Traffic Violations,Bangalore,Karnataka,"August 11, 2019",500,August,2019,August 11
492,"Toride Cabs Service (P) LTD, Agra-Against For Salary Issue,Last 3 Month",Employee Grievances,Agra,Uttar Pradesh,"August 10, 2019",1000000,August,2019,August 10
493,Khata transfer,Khata,Bangalore,Karnataka,"August 10, 2019",15000,August,2019,August 10
494,Bribe for Minority Officer,Others,Mangalore,Karnataka,"August  9, 2019",10000,August,2019,August  9
495,Paid bribe to traffic police.,"Traffic Fines, Penalties, Rules",Bangalore,Karnataka,"August  9, 2019",500,August,2019,August  9
496,Customs officials are becoming and behaving like prostitutes.,Customs Check and Clearance,Hyderabad,Telangana,"August  9, 2019",10000,August,2019,August  9
497,Passport renewal,Issue and Renewal of Passport,Surat,Gujarat,"August  9, 2019",500,August,2019,August  9
498,"Forced to pay Bribe, Fed up of Harassment",Encumbrance Certificate,Davanagere,Karnataka,"August  9, 2019",7200,August,2019,August  9
499,False allegation in public place,False Allegations,Yamunanagar,Haryana,"August  8, 2019",10000,August,2019,August  8
500,Temporary meter corruption,Change of Tariff in Domestic to Commercial,Bangalore,Karnataka,"August  8, 2019",6000,August,2019,August  8
501,Long Distance Residential Moving Company & Services | Residential Moving Companies,Others,New Delhi,Delhi,"August  7, 2019",1200,August,2019,August  7
502,Best Long Distance Moving Companies & Interstate Removalists at Xfinitymoving.com,Others,New Delhi,Delhi,"August  7, 2019",12000,August,2019,August  7
503,I paid bribe to sub registar of J P Nagar office,Property Registration,Bangalore,Karnataka,"August  7, 2019",5000,August,2019,August  7
504,Paid a bribe to getting obc certificate made on central government format,Others,Shivpuri,Madhya Pradesh,"August  6, 2019",5000,August,2019,August  6
505,Demanding bribe for pension release,Pension Processing,Shahjahanpur,Uttar Pradesh,"August  6, 2019",7000,August,2019,August  6
506,Froats Bottle Opener at Froats.com,Others,New Delhi,Delhi,"August  6, 2019",1200,August,2019,August  6
507,Cali Stick & Cali Stick Disposable Vape at Calivapepods.com,Others,New Delhi,Delhi,"August  6, 2019",1200,August,2019,August  6
508,Handcrafted Stemless Wine Glasses & Drinking Glasses,Others,Adilabad,Telangana,"August  6, 2019",1200,August,2019,August  6
509,Kids Hoverboards Segway/Swegway Case Shell Kit at Smartboardsuk.com,Sales Tax,Achhnera,Uttar Pradesh,"August  6, 2019",1200,August,2019,August  6
510,Losi 5IVE T Upgrades Parts at RBinnovations.com,Others,New Delhi,Delhi,"August  6, 2019",1200,August,2019,August  6
511,Bribe by Purana Qila Delhi Traffic Police on 2 aug,Autorickshaws,New Delhi,Delhi,"August  5, 2019",400,August,2019,August  5
512,Buy Online AR15 Lower Part Kit & AR15 LPK,Others,Achhnera,Uttar Pradesh,"August  5, 2019",12589,August,2019,August  5
513,Still not a no to bribe,"Fines, Penalties and Rules",Raipur,Chhattisgarh,"August  5, 2019",200,August,2019,August  5
514,Shame on Airport staff,Customs,Hyderabad,Telangana,"August  5, 2019",13500,August,2019,August  5
515,Policeman takes bribe,Transport of Luggage and Goods,New Delhi,Delhi,"August  4, 2019",50,August,2019,August  4
516,Gift Deed,Registrations and Licenses,Bangalore,Karnataka,"August  4, 2019",3000,August,2019,August  4
517,"Supriya Das, Sbi Bank molandighi branch",Loans,Durgapur,West Bengal,"August  2, 2019",50000,August,2019,August  2
518,For police verification,Verification and Certificates,Kanpur,Uttar Pradesh,"August  2, 2019",1800,August,2019,August  2
519,Traffic police corruption on Mumbai Pune Expressway,"Traffic Fines, Penalties, Rules",Mumbai,Maharashtra,"August  2, 2019",1000,August,2019,August  2
520,Not to transfer land patta which are in court cases,Patta,Thiruvarur,Tamil Nadu,"August  2, 2019",100000,August,2019,August  2
521,Paid a bribe of around 500 and they claimed us to pay of rupees 4000,Others,Tiruchirapalli,Kerala,"August  1, 2019",500,August,2019,August  1
522,Juul Compatible Pods at Calivapepods.com,Others,Adari,Uttar Pradesh,"July 31, 2019",1200,July,2019,July 31
523,Powermatic 3 Cigarette Rolling Machine & Injector Machine For Sale,Others,Adilabad,Telangana,"July 31, 2019",1200,July,2019,July 31
524,Hoverboards Segway/Swegway and Hoverkart Accessories UK,Others,Adilabad,Telangana,"July 31, 2019",1200,July,2019,July 31
525,Traxxas 3.3 Engine Supercharger at RBinnovations.com,Others,Abohar,Punjab,"July 31, 2019",1200,July,2019,July 31
526,The Rugged Camos Boat Shoes at Froats .com,Others,Adari,Uttar Pradesh,"July 31, 2019",1200,July,2019,July 31
527,Agriculture department,Government Personnel,Siwan,Bihar,"July 31, 2019",1000,July,2019,July 31
528,Birth certificate enquiry,Certificates,Cuddapah,Andhra Pradesh,"July 30, 2019",300,July,2019,July 30
529,Paid money to receive my parcel,Transport of Luggage and Goods,Bangalore,Karnataka,"July 30, 2019",500,July,2019,July 30
530,Asked for 4000 bribe,Driving and Transport Business,Hyderabad,Telangana,"July 29, 2019",600,July,2019,July 29
531,AR15 Upper Receiver - AR15 BCG - AR15 Upper Build,Others,New Delhi,Delhi,"July 29, 2019",1200,July,2019,July 29
532,HAD TO PAY A BRIBE INSPITE OF PRODUCING LEGAL PAPERS,Autorickshaws,Bangalore,Karnataka,"July 28, 2019",500,July,2019,July 28
533,I paid bribe and e-chalan also.,"Traffic Fines, Penalties, Rules",Noida,Uttar Pradesh,"July 27, 2019",300,July,2019,July 27
534,Paid to traffic police who cornered me with wrong cases and taken my bike keys,"Traffic Fines, Penalties, Rules",Bangalore,Karnataka,"July 27, 2019",500,July,2019,July 27
535,I paid a bribe for passport verification,Verification and Certificates,Jodhpur,Rajasthan,"July 27, 2019",300,July,2019,July 27
536,Ajeet yadab,Customs Check and Clearance,Chennai,Tamil Nadu,"July 27, 2019",25000,July,2019,July 27
537,My Income Refunds was pending since 5 years and no action taken.,PAN,Mumbai,Maharashtra,"July 26, 2019",40000,July,2019,July 26
538,Vehicle Transfer/Purchase to Nashik,Driving and Transport Business,Nashik,Maharashtra,"July 26, 2019",6000,July,2019,July 26
539,He is not doing simple work,Aadhaar Card Process,Tumkur,Karnataka,"July 26, 2019",10,July,2019,July 26
540,I DIDN'T BREAK ANY SIGNAL AT THE CROSSING AND YET FINED AND WAS TOLD FOR LICENSE TERMINATION,"Traffic Fines, Penalties, Rules",Panaji,Goa,"July 26, 2019",400,July,2019,July 26
541,Company did fraud for the job,Others,Kolkata,West Bengal,"July 25, 2019",90000,July,2019,July 25
542,PAN Card Delivery,Post and Parcel,Bangalore,Karnataka,"July 25, 2019",140,July,2019,July 25
543,Clearks are requesting money in order to get the work done,Services,Srinagar,Jammu and Kashmir,"July 24, 2019",500,July,2019,July 24
544,RC Scale Air Filters,Others,Adari,Uttar Pradesh,"July 24, 2019",1200,July,2019,July 24
545,BESCOM took 50000 as bribe from each house in abandoned layout to get permanent meters,Electric Meters,Bangalore,Karnataka,"July 23, 2019",50000,July,2019,July 23
546,EPF Officer asking for Bribe,Government Personnel,New Delhi,Delhi,"July 23, 2019",8000,July,2019,July 23
547,Mango Pods â Buy Juul Compatible Mango Cali Pods,Others,Adari,Uttar Pradesh,"July 23, 2019",1300,July,2019,July 23
548,The Kiddos - Blue Seersucker Boat Shoes,Others,Achhnera,Uttar Pradesh,"July 23, 2019",1500,July,2019,July 23
549,Bribe paid for police verification at Byapanhalli Police Station,Policies and Procedures,Bangalore,Karnataka,"July 23, 2019",300,July,2019,July 23
550,"AR15 223 5.56 Delta Ring Kit - Delta Ring, Snap Ring, Weld Spring",Others,Adilabad,Telangana,"July 22, 2019",1200,July,2019,July 22
551,Mini RootGuard Heavy Duty Gopher Wire Baskets- Protects for 6-10 Years,Policies and Procedures,Achhnera,Uttar Pradesh,"July 22, 2019",1200,July,2019,July 22
552,All Terrain Hoverboards Segway/Swegway UK at Smartboardsuk.com,Land Registration,Adari,Uttar Pradesh,"July 22, 2019",1200,July,2019,July 22
553,Reissue of passport police verification,Issue and Renewal of Passport,Belgaum,Karnataka,"July 21, 2019",700,July,2019,July 21
554,Bribe for international driving licence,,Bangalore,Karnataka,"July 20, 2019",1500,July,2019,July 20
555,Gst registration,,Kanpur,Uttar Pradesh,"July 20, 2019",5000,July,2019,July 20
556,Doctor  taking bribe in civil hospital,Hospitals and Medical Care,Bongaigaon,Assam,"July 20, 2019",6000,July,2019,July 20
557,Bribe to esi c inspection officer,,Raipur,Chhattisgarh,"July 19, 2019",50000,July,2019,July 19
558,Bribe for 1st class,"Fines, Penalties and Rules",Mumbai,Maharashtra,"July 19, 2019",150,July,2019,July 19
559,Give bribe and work is done,Government Schemes,Saharanpur,Uttar Pradesh,"July 19, 2019",200,July,2019,July 19
560,Changing Gas Delivery Address,Others,Guntur,Andhra Pradesh,"July 18, 2019",90,July,2019,July 18
561,No receipt for fine payment,Autorickshaws,Bangalore,Karnataka,"July 18, 2019",1000,July,2019,July 18
562,FROATS Pocket Tee Light Navy T Shirts â Froats.com,Others,Adilabad,Telangana,"July 17, 2019",1200,July,2019,July 17
563,Some Traffic Police are asking 2000  rupees  for Not having NOC,"Traffic Fines, Penalties, Rules",Chennai,Tamil Nadu,"July 17, 2019",500,July,2019,July 17
564,Buy Freshly Ground or Beans Coffee at Hardworkingproducts.com,Others,Adityapur,Jharkhand,"July 17, 2019",1200,July,2019,July 17
565,Hoverkart/Hovercart Replacement Parts For Sale UK â Smartboardsuk.com,Others,Adilabad,Telangana,"July 17, 2019",1200,July,2019,July 17
566,Silver Bullet BULLET for HPI BAJA - Polished,,Adilabad,Telangana,"July 17, 2019",1200,July,2019,July 17
567,Get Cali Pods Compatible Battery at Calivapepods.com,Others,Achhnera,Uttar Pradesh,"July 16, 2019",1200,July,2019,July 16
568,Buy Gas Block .936 Mini Low Profile Steel Gas Block (Black -936GB),Others,New Delhi,Delhi,"July 16, 2019",1200,July,2019,July 16
569,Keto Slim RX - Shark Tank Diet Pills To Burn Extra Fat Naturally!,College Leaving Certificate,Achhnera,Uttar Pradesh,"July 16, 2019",50,July,2019,July 16
570,I want my hard earned money back which they used as bribe,Ticket and Seat Related,New Delhi,Delhi,"July 16, 2019",2000,July,2019,July 16
571,Asking bribe to give RC Card,Number Plates and Vehicle Registration,Bangalore,Karnataka,"July 15, 2019",500,July,2019,July 15
572,Malkpur village patwari from Ludhiana asked bribe from my brother,Land Registration,Ludhiana,Punjab,"July 15, 2019",10000,July,2019,July 15
573,Pradeep Yadav ETO,Sales Tax,Rewari,Haryana,"July 14, 2019",1000000,July,2019,July 14
574,Passport verification.,Verification and Certificates,Nashik,Maharashtra,"July 14, 2019",500,July,2019,July 14
575,KR Puram RTO office is collecting an additional 10rupees on every challan payment.,,Bangalore,Karnataka,"July 14, 2019",10,July,2019,July 14
576,Electrical division maharani Bagh a Mr Mr Sharma rickshaw ke Kara ispat ka nanga nach Salman DJ depa,Allotment of subsidized housing,New Delhi,Delhi,"July 14, 2019",900000,July,2019,July 14
577,Donation for admission in college,School or College Related,Mumbai,Maharashtra,"July 14, 2019",18000,July,2019,July 14
578,No parking fine,"Traffic Fines, Penalties, Rules",Bangalore,Karnataka,"July 13, 2019",500,July,2019,July 13
579,Bribe taken by officer,Autorickshaws,Nagpur,Maharashtra,"July 13, 2019",2000,July,2019,July 13
580,Bribe for passport verification,Verification and Certificates,Pune,Maharashtra,"July 12, 2019",2000,July,2019,July 12
581,Police Address Verification,Police Clearance Certificate,Kanpur,Uttar Pradesh,"July 11, 2019",1400,July,2019,July 11
582,Going into Brts route and no helmet,"Traffic Fines, Penalties, Rules",Ahmedabad,Gujarat,"July 11, 2019",500,July,2019,July 11
583,For Property Registration at Nagpur Registered Office Great Nag Road,Property Registration,Nagpur,Maharashtra,"July 11, 2019",60000,July,2019,July 11
584,Police Asked Bribe For Passport Verification,Verification and Certificates,Narsimhapur,Madhya Pradesh,"July 10, 2019",500,July,2019,July 10
585,Complain,Autorickshaws,Ranchi,Jharkhand,"July 10, 2019",400,July,2019,July 10
586,CORRUPT POLICE OFFICE YOGENDER SINGH (9756100073) AUDIO TAPE IN WHICH HE IS ASKING 1 LAC FROM US,FIR and Complaints,Aligarh,Uttar Pradesh,"July 10, 2019",100000,July,2019,July 10
587,Get The Charleston Blues Boat Shoes at Froats.com,Others,Adityapur,Jharkhand,"July  9, 2019",1200,July,2019,July  9
588,Cali Pods Kiwi Guava Juul Compatible at Calivapepods.com,Others,New Delhi,Delhi,"July  9, 2019",1200,July,2019,July  9
589,ASKED FOR COMMISSION TO SANCTION A LOAN,Loans,Bangalore,Karnataka,"July  9, 2019",10000,July,2019,July  9
590,Associated MGT 8.0 (.21-.32 Engine) at RBinnovations.com,Others,Adilabad,Telangana,"July  9, 2019",1200,July,2019,July  9
591,Misuse of law by police to blackmail people and extort money.,Policies and Procedures,New Delhi,Delhi,"July  8, 2019",20000,July,2019,July  8
592,Issuance of marriage certificate,,Bangalore,Karnataka,"July  8, 2019",2500,July,2019,July  8
593,My father paid 4000 rs in treasury office ballia for processing his pension documents,Pension Processing,Ballia,Uttar Pradesh,"July  8, 2019",4000,July,2019,July  8
594,AR and AR15 Handguard Rifle Case at AR15handguard.com,Others,Adityapur,Jharkhand,"July  8, 2019",1500,July,2019,July  8
595,Registrar not willing to do registration without bribe,Encumbrance Certificate,Bangalore,Karnataka,"July  8, 2019",20000,July,2019,July  8
596,"Buy Handcrafted Stemless Wine Glasses, Drinking/Dining Glasses & Wine Glasses",Others,Adari,Uttar Pradesh,"July  8, 2019",1200,July,2019,July  8
597,Suspension Hoverkart / Hovercart Replacement Seat UK â Smaerboardsuk.com,Others,Achhnera,Uttar Pradesh,"July  8, 2019",1200,July,2019,July  8
598,Srivaikuntam Police station asked for 20000 Bribe for filing FIR for loss of Sale deed,FIR and Complaints,Tuticorin,Tamil Nadu,"July  8, 2019",20000,July,2019,July  8
599,Complain against Ram Bihari Mishra Lekhpal in Lalganj Tahsil,Caste Certificate,Lalganj,Bihar,"July  7, 2019",200000,July,2019,July  7
600,I was go to medical fitness certificate for my govt job.,Health Services,Darbhanga,Bihar,"July  7, 2019",500,July,2019,July  7
601,Rent agreement police verification,Registrations and Licenses,Pimpri-Chinchwad,Maharashtra,"July  6, 2019",1200,July,2019,July  6
602,Https://www.herbalsupplementreview.com/primo-boost-keto/,Service Tax,Adilabad,Telangana,"July  6, 2019",25550,July,2019,July  6
603,Nothing can be done at own without the help of broker Rajkumar,"Caste, Community and Income",Coimbatore,Tamil Nadu,"July  6, 2019",6000,July,2019,July  6
604,Misused the mv act for getting bribe,"Traffic Fines, Penalties, Rules",Pratapgarh,Tripura,"July  5, 2019",2000,July,2019,July  5
605,Bribe for Passport Verification,Policies and Procedures,Srikakulam,Andhra Pradesh,"July  5, 2019",500,July,2019,July  5
606,Paid bribe of Rs.500 for Police clearance for passport,Verification and Certificates,Bangalore,Karnataka,"July  4, 2019",500,July,2019,July  4
607,Asked for Bribe on account of Usage of Plastic bags -- whereas we are not using plastic material,Others,Kanpur,Uttar Pradesh,"July  3, 2019",20000,July,2019,July  3
608,The Griswolds Boat Shoes at Froats.com,Others,New Delhi,Delhi,"July  3, 2019",2693,July,2019,July  3
609,Passion Fruit Orange Guava Cali Pods at Calivapepods.com,Others,New Delhi,Delhi,"July  3, 2019",1200,July,2019,July  3
610,Bribe for riding karnataka vehicle in Tamil Nadu,"Traffic Fines, Penalties, Rules",Chennai,Tamil Nadu,"July  3, 2019",150,July,2019,July  3
611,Drifting Hoverkart Gokart Attachment Buggy UK,Others,Adari,Uttar Pradesh,"July  3, 2019",12,July,2019,July  3
612,Zenoah G320RC Engine LOSI Only,Others,Fatehabad,Haryana,"July  3, 2019",1200,July,2019,July  3
613,Had to pay bribe for police verification of passport.,Policies and Procedures,Alipurduar,West Bengal,"July  2, 2019",1300,July,2019,July  2
614,FIR for lost certificates,FIR and Complaints,Varanasi,Uttar Pradesh,"July  2, 2019",200,July,2019,July  2
615,AR15 Lower Part Kit â Complete AR15 LPK,Others,New Delhi,Delhi,"July  2, 2019",1200,July,2019,July  2
616,Corrupt cops increased their bribe rates due to increase in fine rates,"Traffic Fines, Penalties, Rules",Bangalore,Karnataka,"July  2, 2019",1500,July,2019,July  2
617,Powermatic 3 or Powermatic III Electric Cigarette Rolling Machine For Sale,Others,Adoni,Andhra Pradesh,"July  2, 2019",1230,July,2019,July  2
618,Paid for appeal decision,Assessment,Nashik,Maharashtra,"July  1, 2019",50000,July,2019,July  1
619,Paid to get rightful  justice at MVAT appeal,Sales Tax,Nashik,Maharashtra,"July  1, 2019",150000,July,2019,July  1
620,BBMP Revenue Department - Scamming people to pay tax,Certificates,Bangalore,Karnataka,"July  1, 2019",3500,July,2019,July  1
621,BBMP Revenue Department - Scamming people to pay bribe.,Certificates,Bangalore,Karnataka,"July  1, 2019",3500,July,2019,July  1
622,Asked for bribe,Policies and Procedures,New Delhi,Delhi,"June 30, 2019",250,June,2019,June 30
623,Fake Income Certificate,Public Works,Dehradun,Uttarakhand,"June 29, 2019",5000,June,2019,June 29
624,Bribe to hand over certificate,Certificates,Guwahati,Assam,"June 29, 2019",200,June,2019,June 29
625,Paid bribe every time,Timber Related,Nainital,Uttarakhand,"June 28, 2019",500,June,2019,June 28
626,Forced to pay a bribe or face false charges by the traffic police,"Traffic Fines, Penalties, Rules",Panchkula,Haryana,"June 28, 2019",600,June,2019,June 28
627,RTO - KR PURAM,Entry Tax,Bangalore,Karnataka,"June 25, 2019",70,June,2019,June 25
628,Akshay Academy Indore taking bribe of Rs. 200 for each paper,College Leaving Certificate,Indore,Madhya Pradesh,"June 25, 2019",200,June,2019,June 25
629,The Star Spangleds Boat Shoes at Froats.com,Others,Fatehabad,Haryana,"June 25, 2019",1693,June,2019,June 25
630,Mango Mint Cali Pods at Calivapepods.com,Others,Daudnagar,Bihar,"June 25, 2019",12589,June,2019,June 25
631,Air Filter Technology â Rbinnovations.com,Others,Damoh,Madhya Pradesh,"June 25, 2019",1200,June,2019,June 25
632,Asked bribe for providing passbook for the registered land,Land Registration,Guntakal,Andhra Pradesh,"June 24, 2019",3000,June,2019,June 24
633,Bangalore traffic police constable demanded me 50rs bribe in public road,Autorickshaws,Bangalore,Karnataka,"June 24, 2019",50,June,2019,June 24
634,For prossessing GST Refund 1% of refund amount to be given as bribe,Sales Tax,Sangareddy,Telangana,"June 24, 2019",400000,June,2019,June 24
635,AR15 Handguard Red Dot and Scope at AR15handguard.com,Others,East Nimar/Khandwa,Madhya Pradesh,"June 24, 2019",123666,June,2019,June 24
636,Motion Sensor LED Night Light Round or Square at Hardworkingproducts.com,Others,Kadiri,Andhra Pradesh,"June 24, 2019",1589,June,2019,June 24
637,Silikart Hoverkart Gokart Attachment Buggy For Sale UK,Others,Pakaur,Jharkhand,"June 24, 2019",1369,June,2019,June 24
638,Police said for verification fees,Verification and Certificates,Vellore,Tamil Nadu,"June 22, 2019",300,June,2019,June 22
639,Bill jyada nikal rahe hai,,Aligarh,Uttar Pradesh,"June 22, 2019",500,June,2019,June 22
640,BDA officers asking bribe,Property Registration,Bangalore,Karnataka,"June 22, 2019",7000,June,2019,June 22
641,Paid bribe for passport verification,Verification and Certificates,Medinipur,West Bengal,"June 22, 2019",1700,June,2019,June 22
642,The Lone Star Boat Shoes at https://froats.com/products/the-lonestars,Others,New Delhi,Delhi,"June 21, 2019",120000,June,2019,June 21
643,Fraud parcel booking,Post and Parcel,Arakkonam,Tamil Nadu,"June 20, 2019",2000,June,2019,June 20
644,PAID BRIBE FOR GETTING AN ELECTRICITY CONNECTION,Commercial and Industrial,Baghpat,Uttar Pradesh,"June 19, 2019",20000,June,2019,June 19
645,Bribe for Passport police verificaiton,Verification and Certificates,New Delhi,Delhi,"June 19, 2019",1500,June,2019,June 19
646,Flyover under construction where police take bribe for helmets and papers,Autorickshaws,Pune,Maharashtra,"June 19, 2019",700,June,2019,June 19
647,Replacement Rubber Grips for Hoverkart/Hovercart UK â Smartboardsuk.com,Others,Adilabad,Telangana,"June 19, 2019",500,June,2019,June 19
648,Supercharger System HPI Reed Kit â Rbinnovations.com,Others,Calicut,Kerala,"June 19, 2019",210000,June,2019,June 19
649,Income cerficate,College Leaving Certificate,Ambattur,Tamil Nadu,"June 19, 2019",1800,June,2019,June 19
650,Keto slim Reviews | keto slim UK,Visa,Achhnera,Uttar Pradesh,"June 18, 2019",6,June,2019,June 18
651,Blue Raspberry Mint Cali Pods at Calivapepods.com,Others,Adilabad,Telangana,"June 18, 2019",1200,June,2019,June 18
652,"AR15 LPK (Lower Parts Kit) 223/5.56 No Grip, No Trigger and No Hammer",Others,New Delhi,Delhi,"June 18, 2019",2000,June,2019,June 18
653,Buy Flip Top Plastic King Size Cigarette Case - Assorted Colors,Others,Asansol,West Bengal,"June 18, 2019",1500,June,2019,June 18
654,To replace existing water line with new connection,Water Connection,Chennai,Tamil Nadu,"June 17, 2019",10000,June,2019,June 17
655,Had to pay bribe for passport verification,Verification and Certificates,Kolkata,West Bengal,"June 16, 2019",200,June,2019,June 16
656,Ravinder,FIR and Complaints,Gandhinagar,Gujarat,"June 16, 2019",5000,June,2019,June 16
657,Marriage registration  bribe paid,Certificates,Bangalore,Karnataka,"June 15, 2019",400,June,2019,June 15
658,Bribe for settlement,FIR and Complaints,Bangalore,Karnataka,"June 15, 2019",20000,June,2019,June 15
659,Re connection of transformer,Transformers,Nizamabad,Telangana,"June 14, 2019",2000,June,2019,June 14
660,Survey officers,Government Personnel,Chikmagalur,Karnataka,"June 14, 2019",2000,June,2019,June 14
661,Bribed for one signature,Pension Processing,Jaspur,Uttarakhand,"June 13, 2019",5000,June,2019,June 13
662,Regarding GTU(Gujarat technological Uni.) innovation counsils.,College Leaving Certificate,Ahmedabad,Gujarat,"June 13, 2019",1000,June,2019,June 13
663,The Sharks and Minnows Boat Shoes at Froats.com,Others,New Delhi,Delhi,"June 13, 2019",12000,June,2019,June 13
664,The Rugged Camos & Bermuda Breeze Boat Shoes at Froats.com,Others,Adoni,Andhra Pradesh,"June 13, 2019",1200,June,2019,June 13
665,Bribe demanded to get certificate,Certificates,Thiruvallur,Tamil Nadu,"June 12, 2019",50000,June,2019,June 12
666,Bribe for change in name in Noida authority,Building Construction Approval,Noida,Uttar Pradesh,"June 12, 2019",200000,June,2019,June 12
667,Buy Super Soft & Soft Leather Boat Shoes at Froats.com,Others,New Delhi,Delhi,"June 12, 2019",1200,June,2019,June 12
668,Babu ask me bribe for legal work,Others,Lucknow,Uttar Pradesh,"June 12, 2019",2000,June,2019,June 12
